               BJD  Normalized_Flux  Accepted 
  2454438.786482          1.030423          1  
  2454438.786750          0.996357          1  
  2454438.787017          1.008129          1  
  2454438.787285          1.018940          1  
  2454438.787557          0.986714          1  
  2454438.787824          1.006189          1  
  2454438.788097          1.060403          1  
  2454438.788362          0.993845          1  
  2454438.788629          1.001515          1  
  2454438.788894          1.014987          1  
  2454438.789162          0.993245          1  
  2454438.789441          1.012965          1  
  2454438.789702          1.021542          1  
  2454438.789964          0.987514          1  
  2454438.790230          1.011274          1  
  2454438.790493          1.002390          1  
  2454438.790757          0.996407          1  
  2454438.790967          0.987522          1  
  2454438.791232          0.987949          1  
  2454438.791497          0.995542          1  
  2454438.791779          0.985501          1  
  2454438.792050          1.007071          1  
  2454438.792316          0.992934          1  
  2454438.792581          1.018216          1  
  2454438.792845          0.984250          1  
  2454438.793114          1.021141          1  
  2454438.793382          0.952230          1  
  2454438.793647          0.989713          1  
  2454438.793914          0.959712          1  
  2454438.794183          0.989736          1  
  2454438.794450          0.974021          1  
  2454438.794716          0.999581          1  
  2454438.794988          0.997332          1  
  2454438.795251          0.986914          1  
  2454438.795520          0.997334          1  
  2454438.795788          0.994838          1  
  2454438.796046          0.980079          1  
  2454438.796314          1.003247          1  
  2454438.796582          0.971296          1  
  2454438.796849          0.997333          1  
  2454438.797115          0.986842          1  
  2454438.797382          0.991715          1  
  2454438.797645          0.980479          1  
  2454438.797914          0.998073          1  
  2454438.798184          0.988450          1  
  2454438.798454          1.004297          1  
  2454438.798763          0.964858          1  
  2454438.799034          0.990280          1  
  2454438.799300          0.984355          1  
  2454438.799563          0.988771          1  
  2454438.799832          1.016687          1  
  2454438.800356          1.003948          1  
  2454438.800622          1.057624          1  
  2454438.800903          1.011187          1  
  2454438.801110          0.983959          1  
  2454438.801375          0.957014          1  
  2454438.801640          0.991988          1  
  2454438.801910          0.957292          1  
  2454438.802175          0.977606          1  
  2454438.802456          1.041485          1  
  2454438.802726          0.999094          1  
  2454438.803014          0.963688          1  
  2454438.803302          0.988919          1  
  2454438.803580          1.006207          1  
  2454438.803844          0.981498          1  
  2454438.804114          0.965684          1  
  2454438.804374          0.963555          1  
  2454438.804637          1.058593          1  
  2454438.804908          1.045615          1  
